record_id,title,year,doi,pmid,authors,decision,layer_tag,reason
SimkuteD202540663593,"Interoception, personality, and internet use: Preliminary insights into their association.",2025,10.1371/journal.pone.0328260,40663593,"Simkute, D and Wang, GY and Griskova-Bulanova, I",exclude,,insufficient effort+outcome overlap
SchmalbachI202540624728,The role of interoceptive awareness in social anxiety disorder - results of an internet-based CBT-manualized therapist delivered group-treatment.,2025,10.1186/s40359-025-03013-3,40624728,"Schmalbach, I and Petrowski, K",exclude,,insufficient effort+outcome overlap
ZhuX202540613146,The Association Between Adverse Childhood Experiences and Patterns of Cognitive Decline: The Mediating Role of Allostatic Load.,2025,10.1177/07334648251357451,40613146,"Zhu, X and Wang, Y and Yang, T and Tang, Y and Wang, Y and Yang, L and Hu, Y",exclude,,insufficient effort+outcome overlap
SenP202540609914,Altered model-based prediction error signaling in the lateral orbitofrontal cortex in patients with obsessive-compulsive disorder: An fMRI study.,2025,10.1016/j.neuroimage.2025.121358,40609914,"Sen, P and Koch, K and Schmitz-Koep, B and Gürsel, D and Knolle, F",exclude,,insufficient effort+outcome overlap
SouzaTalaricoJN202540606518,"Allostatic load dynamics, Alzheimer's disease biomarkers, and progression in individuals with mild cognitive impairment: findings from the Alzheimer's Disease Neuroimaging Initiative.",2025,10.1002/dad2.70140,40606518,"Souza-Talarico, JN and Perkhounkova, Y and Hein, M and Lee, J and Hefti, M and S",exclude,,insufficient effort+outcome overlap
LiS202540602654,High allostatic status impairs cognitive function in patients with first-episode drug-naive bipolar disorder.,2025,10.1016/j.pnpbp.2025.111434,40602654,"Li, S and Chen, X and Qiu, Y and Teng, Z and Chen, J and Xu, B and Mo, J and Liu",exclude,,insufficient effort+outcome overlap
LiL202540547582,Formalizing Lacanian psychoanalysis through the free energy principle.,2025,10.3389/fpsyg.2025.1574650,40547582,"Li, L and Li, C",exclude,,insufficient effort+outcome overlap
BaianoC202540546056,From Inner Sense to Outer Action: Interoception and Impulsive Compulsive Behavior Disorders in Parkinson's Disease.,2025,10.1002/mdc3.70187,40546056,"Baiano, C and Morgante, F and Goeta, D and Giacobbe, C and Amboni, M and Vitale,",exclude,,insufficient effort+outcome overlap
GoldmanCM202540483324,Individuals with methamphetamine use disorder show reduced directed exploration and learning rates independent of an aversive interoceptive state induction.,2025,10.1038/s44271-025-00269-8,40483324,"Goldman, CM and Takahashi, T and Lavalley, CA and Li, N and Taylor, SM and Chuni",exclude,,insufficient effort+outcome overlap
RitzT202540480476,Interoception research 40 years later - Revisiting James Pennebaker's critique.,2025,10.1016/j.biopsycho.2025.109069,40480476,"Ritz, T",exclude,,insufficient effort+outcome overlap
OliveiraM202540459802,Interplay Between Cortical and Neurocardiac Interoceptive Processes and its Association with Self-Reported Interoceptive Sensibility.,2025,10.1007/s10548-025-01122-1,40459802,"Oliveira, M and da-Silva, M and Carvalho, L and Ribeiro-Carreira, A and Pereira,",exclude,,insufficient effort+outcome overlap
YanagisawaH202540432794,Modeling the arousal potential of epistemic emotions using Bayesian information gain: a framework for inquiry cycles driven by free energy fluctuations.,2025,10.3389/fpsyg.2025.1438080,40432794,"Yanagisawa, H and Honda, S",exclude,,insufficient effort+outcome overlap
TuckerDM202540422982,Adaptive consolidation of active inference: excitatory and inhibitory mechanisms for organizing feedforward and feedback memory systems in sleep.,2025,10.1093/cercor/bhaf122,40422982,"Tucker, DM and Luu, P and Friston, KJ",exclude,,insufficient effort+outcome overlap
AlbarracinM202540422476,"The Physics and Metaphysics of Social Powers: Bridging Cognitive Processing and Social Dynamics, a New Perspective on Power Through Active Inference.",2025,10.3390/e27050522,40422476,"Albarracin, M and de Jager, S and Hyland, D",exclude,,insufficient effort+outcome overlap
HarrisonLA202540416792,Resilience phenotypes derived from an active inference account of allostasis.,2025,10.3389/fnbeh.2025.1524722,40416792,"Harrison, LA and Gracias, AJ and Friston, KJ and Buckwalter, JG",exclude,,insufficient effort+outcome overlap
DaveyCG202540412463,The body intervenes: How active inference explains depression's clinical presentation.,2025,10.1016/j.neubiorev.2025.106229,40412463,"Davey, CG",exclude,,insufficient effort+outcome overlap
HudsonAL202540345467,The potential role of the anterior insular cortex and interoception on dyspnea in chronic obstructive pulmonary disease.,2025,10.1016/j.resp.2025.104441,40345467,"Hudson, AL and Day, ME and Williams, MT and Harrison, OK",exclude,,insufficient effort+outcome overlap
CantoniC202540323957,Impaired gastric and urinary but preserved cardiac interoception in women with endometriosis.,2025,10.1371/journal.pone.0322865,40323957,"Cantoni, C and Ciccarone, S and Porpora, MG and Aglioti, SM",exclude,,insufficient effort+outcome overlap
DiTellaC202540283025,Motor Imagery Training Improves Interoception and Satisfaction with Performance.,2025,10.3390/medicina61040734,40283025,"Di Tella, C and Santarcangelo, EL",exclude,,insufficient effort+outcome overlap
WaziryR202540269737,"Vascular-related biological stress, DNA methylation, allostatic load and domain-specific cognition: an integrated machine learning and causal inference approach.",2025,10.1186/s12883-025-04185-6,40269737,"Waziry, R and Williams, OA and Tiemeier, H and Miles, C",exclude,,insufficient effort+outcome overlap
MayAC202540244534,Interoception in Adolescence: Impacts on Mental Health and Adaptive Functioning.,2025,10.1007/7854_2025_580,40244534,"May, AC and Tapert, S",exclude,,insufficient effort+outcome overlap
Zeli202540233588,Emotion regulation: The role of hypnotizability and interoception.,2025,10.1016/j.concog.2025.103856,40233588,"Zelič, Ž and Giusti, G and Santarcangelo, EL",exclude,,insufficient effort+outcome overlap
PalixC202540230487,"Allostatic load, a measure of cumulative physiological stress, impairs brain structure but not <i>β</i>-accumulation in older adults: an exploratory study.",2025,10.3389/fnagi.2025.1508677,40230487,"Palix, C and Chauveau, L and Felisatti, F and Chocat, A and Coulbault, L and Héb",exclude,,insufficient effort+outcome overlap
LiedtkeN202540204074,Finding the sweet spot of memory modification: An fMRI study on episodic prediction error strength and type.,2025,10.1016/j.neuroimage.2025.121194,40204074,"Liedtke, N and Boeltzig, M and Mecklenbrauck, F and Siestrup, S and Schubotz, RI",exclude,,insufficient effort+outcome overlap
BarrettST202540193515,The inside story: Interoceptive Pavlovian conditioning with the nicotine stimulus.,2025,10.1037/xan0000393,40193515,"Barrett, ST and McNealy, KR and Knabel, ML and Burrichter, RM and Steck, KA and ",exclude,,insufficient effort+outcome overlap
LiE202540188990,Interoception and aging.,2025,10.1016/j.arr.2025.102743,40188990,"Li, E and Niu, W and Lu, C and Wang, M and Xu, X and Xu, K and Xu, P",exclude,,insufficient effort+outcome overlap
RomingerC202540170484,The Interoceptive Brain: Confidence Ratings and Accuracy Scores are Independently and Differently Associated With Task-Related Alpha Power During the Heartbeat Tracking Task.,2025,10.1111/psyp.70051,40170484,"Rominger, C and Fink, A and Perchtold-Stefan, CM and Schlögl, L and Schwerdtfege",exclude,,insufficient effort+outcome overlap
StraussDJ202540161574,"Understanding speech in ""noise"" or free energy minimization in the soundscapes of the anthropocene.",2025,10.3389/fnins.2025.1534425,40161574,"Strauss, DJ and Francis, AL and Schäfer, Z and Latzel, M and Corona-Strauss, FI ",exclude,,insufficient effort+outcome overlap
WuLC202540122253,Depression vulnerability and gray matter integrity of interoceptive networks in remitted depressed outpatients.,2025,10.1016/j.jad.2025.03.106,40122253,"Wu, LC and Segal, ZV and Farb, NAS",exclude,,insufficient effort+outcome overlap
ZhangS202540117188,The neural correlates of novelty and variability in human decision-making under an active inference framework.,2025,10.7554/eLife.92892,40117188,"Zhang, S and Tian, Y and Liu, Q and Wu, H",exclude,,insufficient effort+outcome overlap
LiX202540111180,Alexithymia shapes intersubject synchrony in brain activity during interoceptive sensation representations.,2025,10.1093/cercor/bhaf060,40111180,"Li, X and Wang, X and Peng, C and Ren, Z and Shan, J and Luo, Q and Wei, D and Q",exclude,,insufficient effort+outcome overlap
LongardnerK202540101537,Interoception in Parkinson's disease: A narrative review and framework for translational research.,2025,10.1016/j.autneu.2025.103258,40101537,"Longardner, K and Mabry, SA and Chen, G and Freeman, R and Khalsa, SS and Beach,",exclude,,insufficient effort+outcome overlap
HarukiY202540097559,Attentional bias towards smartphone stimuli is associated with decreased interoceptive awareness and increased physiological reactivity.,2025,10.1038/s44271-025-00225-6,40097559,"Haruki, Y and Miyahara, K and Ogawa, K and Suzuki, K",exclude,,insufficient effort+outcome overlap
KieraA202540087861,Experiences of interoception and anxiety in autistic adolescents: A reflexive thematic analysis.,2025,10.1177/13623613251314595,40087861,"Kiera, A and Jonahs, S and Mary, B and Geoffrey, B and Polly, W",exclude,,insufficient effort+outcome overlap
GiustiG202540063712,Nitric Oxide in the Hypnotizability-Related Interoception: A Scoping Review.,2025,10.1080/00207144.2025.2468979,40063712,"Giusti, G and Santarcangelo, EL",exclude,,insufficient effort+outcome overlap
PasciuccoMR202540050671,Predictive role of exteroceptive and interoceptive bodily dimensions to schizotypal personality traits.,2025,10.1038/s41598-025-89951-9,40050671,"Pasciucco, MR and Perrucci, MG and Croce, P and Kalckert, A and Costantini, M an",exclude,,insufficient effort+outcome overlap
ZhangY202540048236,Toward quantitative cognitive-behavioral modeling of psychopathology: An active inference account of social anxiety disorder.,2025,10.1037/abn0000972,40048236,"Zhang, Y and Hedley, FE and Zhang, RY and Jin, J",exclude,,insufficient effort+outcome overlap
SuzukiYC202540035061,"Women with premenstrual syndrome exhibit high interoceptive accuracy, but low awareness, with parasympathetic rebound responses from stress.",2025,10.3389/fnins.2025.1489225,40035061,"Suzuki, YC and Ohira, H",exclude,,insufficient effort+outcome overlap
FarrisSG202540014537,Getting comfortable with physical discomfort: A scoping review of interoceptive exposure in physical and mental health conditions.,2025,10.1037/bul0000464,40014537,"Farris, SG and Derby, L and Kibbey, MM",exclude,,insufficient effort+outcome overlap
ThestrupWaadeP202540003140,As One and Many: Relating Individual and Emergent Group-Level Generative Models in Active Inference.,2025,10.3390/e27020143,40003140,"Thestrup Waade, P and Lundbak Olesen, C and Ehrenreich Laursen, J and Nehrer, SW",exclude,,insufficient effort+outcome overlap
ValentineC202540002534,Architecturally Mediated Allostasis and Neurosustainability: A Proposed Theoretical Framework for the Impact of the Built Environment on Neurocognitive Health.,2025,10.3390/brainsci15020201,40002534,"Valentine, C and Mitcheltree, H and Sjövall, IAK and Khalil, MH",exclude,,insufficient effort+outcome overlap
ShustermanR202539987335,An active inference strategy for prompting reliable responses from large language models in medical practice.,2025,10.1038/s41746-025-01516-2,39987335,"Shusterman, R and Waters, AC and O'Neill, S and Bangs, M and Luu, P and Tucker, ",exclude,,insufficient effort+outcome overlap
DohataM202539957442,Posture-Dependent Modulation of Interoceptive Processing in Young Male Participants: A Heartbeat-Evoked Potential Study.,2025,10.1111/ejn.70021,39957442,"Dohata, M and Kaneko, N and Takahashi, R and Suzuki, Y and Nakazawa, K",exclude,,insufficient effort+outcome overlap
WhiteB202539926591,"Shifting boundaries, extended minds: ambient technology and extended allostatic control.",2025,10.1007/s11229-025-04924-9,39926591,"White, B and Clark, A and Guènin-Carlut, A and Constant, A and Di Paolo, LD",exclude,,insufficient effort+outcome overlap
SilvantoJ202539912831,How Interoception and the Insula Shape Mental Imagery and Aphantasia.,2025,10.1007/s10548-025-01101-6,39912831,"Silvanto, J and Nagai, Y",exclude,,insufficient effort+outcome overlap
SkabaniaJ202539909338,Cognitive load reduces the reinforcement of ventral striatum by anterior insula in taste processing: An fMRI study on self-control.,2025,10.1016/j.neuroscience.2025.02.001,39909338,"Skałbania, J and Tanajewski, Ł and Furtak, M and Rynkiewicz, A and Wypych, M",include,general,effort:cognitive load; outcome:anterior insula
FisherEL202539897669,An Active Inference Model of the Optimism Bias.,2025,10.5334/cpsy.125,39897669,"Fisher, EL and Whyte, CJ and Hohwy, J",exclude,,insufficient effort+outcome overlap
FuW202539869324,Specifying Precision in Visual-orthographic Prediction Error Representations for a Better Understanding of Efficient Reading.,2025,10.1162/jocn_a_02301,39869324,"Fu, W and Gagl, B",exclude,,insufficient effort+outcome overlap
MulderJ202539855405,The role of interoception in lifestyle factors: A systematic review.,2025,10.1016/j.neubiorev.2025.106018,39855405,"Mulder, J and Boelens, M and van der Velde, LA and Brust, M and Kiefte-de Jong, ",exclude,,insufficient effort+outcome overlap
NehrerSW202539851682,Introducing ActiveInference.jl: A Julia Library for Simulation and Parameter Estimation with Active Inference Models.,2025,10.3390/e27010062,39851682,"Nehrer, SW and Ehrenreich Laursen, J and Heins, C and Friston, K and Mathys, C a",exclude,,insufficient effort+outcome overlap
LoockK202539847001,Cognitive mechanisms of aversive prediction error-induced memory enhancements.,2025,10.1037/xge0001712,39847001,"Loock, K and Kalbe, F and Schwabe, L",exclude,,insufficient effort+outcome overlap
PriorelliM202539817980,Dynamic planning in hierarchical active inference.,2025,10.1016/j.neunet.2024.107075,39817980,"Priorelli, M and Stoianov, IP",exclude,,insufficient effort+outcome overlap
MarcinkowskaAB202539817396,The Dorsolateral Prefrontal Cortex: A High-level Hub for Allostatic Cardiovascular Control.,2025,10.2174/011570159X340612241121072233,39817396,"Marcinkowska, AB and Kucewicz, MT and Szarmach, A and Winklewski, PJ",exclude,,insufficient effort+outcome overlap
HessAJ202439766756,Refining the Allostatic Self-Efficacy Theory of Fatigue and Depression Using Causal Inference.,2024,10.3390/e26121127,39766756,"Hess, AJ and von Werder, D and Harrison, OK and Heinzle, J and Stephan, KE",exclude,,insufficient effort+outcome overlap
BullerPeraltaI202439758685,The pivotal role of sleep in mediating the effects of life stressors and healthy habits on allostatic load in mid-life adults.,2024,10.3389/fnhum.2024.1509223,39758685,"Buller-Peralta, I and Gregory, S and Low, A and Dounavi, ME and Bridgeman, K and",exclude,,insufficient effort+outcome overlap
UchidaY202439736895,"Heterogeneous appetite patterns in depression: computational modeling of nutritional interoception, reward processing, and decision-making.",2024,10.3389/fnhum.2024.1502508,39736895,"Uchida, Y and Hikida, T and Honda, M and Yamashita, Y",exclude,,insufficient effort+outcome overlap
ParrT202439712086,Generative models for sequential dynamics in active inference.,2024,10.1007/s11571-023-09963-x,39712086,"Parr, T and Friston, K and Pezzulo, G",exclude,,insufficient effort+outcome overlap
SilvaBatistaC202539709059,Alterations in functional connectivity of interoceptive and Cortico-Subcortical areas in Multiple Sclerosis-Related fatigue.,2025,10.1016/j.neuroscience.2024.12.036,39709059,"Silva-Batista, C and Arpan, I and Penteado Nucci, M and Horak, FB",exclude,,insufficient effort+outcome overlap
PfeiferG202539657288,Interoceptive ageing and the impact on psychophysiological processes: A systematic review.,2025,10.1016/j.ijpsycho.2024.112483,39657288,"Pfeifer, G and Cawkwell, S",exclude,,insufficient effort+outcome overlap
PaulusMP202539587011,Interoceptive Processing in Substance Use Disorders (SUDs): From the Neuroanatomy to Insights from Computational Models and Predictive Coding Frameworks.,2025,10.1007/7854_2024_519,39587011,"Paulus, MP",exclude,,insufficient effort+outcome overlap
ReidDM202539546227,Mitochondrial Functioning: Front and Center in Defining Psychosomatic Mechanisms of Allostasis in Health and Disease.,2025,10.1007/978-1-0716-4200-9_6,39546227,"Reid, DM and Choe, JY and Bruce, MA and Thorpe, RJ and Jones, HP and Phillips, N",exclude,,insufficient effort+outcome overlap
VandeMaeleT202439543207,A hierarchical active inference model of spatial alternation tasks and the hippocampal-prefrontal circuit.,2024,10.1038/s41467-024-54257-3,39543207,"Van de Maele, T and Dhoedt, B and Verbelen, T and Pezzulo, G",exclude,,insufficient effort+outcome overlap
ChenL202439507301,Interoception primes negative emotion processing during cognitive reappraisal: Electroencephalographical evidence.,2024,10.1016/j.ijchp.2024.100515,39507301,"Chen, L and Chen, F and Bo, K and Sun, J and Zhou, R",exclude,,insufficient effort+outcome overlap
PangY202539496985,The relationship between mindfulness and cognitive reappraisal: the mediating role of emotional and interoceptive awareness.,2025,10.1007/s10339-024-01246-5,39496985,"Pang, Y and Tse, B and Liu, W and Yang, Q",exclude,,insufficient effort+outcome overlap
WeiR202539486160,"Active Inference Models of AV Takeovers: Relating Model Parameters to Trust, Situation Awareness, and Fatigue.",2025,10.1177/00187208241295932,39486160,"Wei, R and McDonald, AD and Mehta, RK and Garcia, A",exclude,,insufficient effort+outcome overlap
BanarakiAK202439478691,RDoC Framework Through the Lens of Predictive Processing: Focusing on Cognitive Systems Domain.,2024,10.5334/cpsy.119,39478691,"Banaraki, AK and Toghi, A and Mohammadzadeh, A",exclude,,insufficient effort+outcome overlap
OTooleT202539461259,Primary and secondary allostatic processes in the context of high-stress work: A multigroup moderation from the English longitudinal study of ageing.,2025,10.1016/j.psyneuen.2024.107193,39461259,"O'Toole, T and Armitage, CJ and van Tongeren, M and Dienes, KA",exclude,,insufficient effort+outcome overlap
CheadleJE202439429464,Active Inference and Social Actors: Towards a Neuro-Bio-Social Theory of Brains and Bodies in Their Worlds.,2024,10.1007/s11577-024-00936-4,39429464,"Cheadle, JE and Davidson-Turner, KJ and Goosby, BJ",exclude,,insufficient effort+outcome overlap
CrivelliD202539419923,Electrophysiological signature of interoceptive attention: a spectral and source localization analysis.,2025,10.3758/s13415-024-01235-3,39419923,"Crivelli, D and Balconi, M",exclude,,insufficient effort+outcome overlap
FarrisSG202439389421,Behavioral Exposure for Interoceptive Tolerance (BE-FIT): A stage II randomized clinical trial protocol.,2024,10.1016/j.cct.2024.107706,39389421,"Farris, SG and Kibbey, MM and Keller, B and Derby, L and Leyro, TM and Alderman,",exclude,,insufficient effort+outcome overlap
KosowskaJ202439378570,"Interoception, emotion regulation strategies and skin-picking behaviors - Results of an intensive longitudinal study.",2024,10.1016/j.jpsychires.2024.09.040,39378570,"Kłosowska, J and Cieśla, A and Szymańska, D and Jankowska, A and Prochwicz, K",exclude,,insufficient effort+outcome overlap
DaikokuT202439333792,Temporal dynamics of uncertainty and prediction error in musical improvisation across different periods.,2024,10.1038/s41598-024-73689-x,39333792,"Daikoku, T",exclude,,insufficient effort+outcome overlap
vanSlounRJG202439312433,Active Inference and Deep Generative Modeling for Cognitive Ultrasound.,2024,10.1109/TUFFC.2024.3466290,39312433,"van Sloun, RJG",exclude,,insufficient effort+outcome overlap
EvansE202439297372,"Allostatic load and cognitive recall among young adults: Racial, ethnic, and sex-specific variations.",2024,10.1017/S1355617724000298,39297372,"Evans, E and Jacobs, M and Ellis, C",exclude,,insufficient effort+outcome overlap
DanciutI202439291169,"Understanding the mechanisms of fatigue in multiple sclerosis: linking interoception, metacognition and white matter dysconnectivity.",2024,10.1093/braincomms/fcae292,39291169,"Danciut, I and Rae, CL and Rashid, W and Scott, J and Bozzali, M and Iancu, M an",exclude,,insufficient effort+outcome overlap
ChalahMA202439291163,"Multiple disconnection syndrome, interoceptive metacognition deficits and fatigue in multiple sclerosis.",2024,10.1093/braincomms/fcae302,39291163,"Chalah, MA and Ayache, SS",exclude,,insufficient effort+outcome overlap
BranhamL202439268373,Embodied earth kinship: interoceptive awareness and relational attachment personal factors predict nature connectedness in a structural model of nature connection.,2024,10.3389/fpsyg.2024.1400655,39268373,"Branham, L",exclude,,insufficient effort+outcome overlap
LeupinV202439226342,Interoceptive signals shape the earliest markers and neural pathway to awareness at the visual threshold.,2024,10.1073/pnas.2311953121,39226342,"Leupin, V and Britz, J",exclude,,insufficient effort+outcome overlap
CarlM202439202086,An Active Inference Agent for Modeling Human Translation Processes.,2024,10.3390/e26080616,39202086,"Carl, M",exclude,,insufficient effort+outcome overlap
TroisiG202439201979,"The ""Wear and Tear"" of the Organism in Temporomandibular Disorders: A Pilot Study Investigating the Effects of Allostatic Load on Heart Rate Variability and Inhibitory Control.",2024,10.3390/jpm14080787,39201979,"Troisi, G and Di Giacomo, P and Forte, G and Langher, V and Casagrande, M and Di",exclude,,insufficient effort+outcome overlap
HowardJD202439197457,Distributed midbrain responses signal the content of positive identity prediction errors.,2024,10.1016/j.cub.2024.07.105,39197457,"Howard, JD and Edmonds, D and Schoenbaum, G and Kahnt, T",exclude,,insufficient effort+outcome overlap
AndersenMM202439190838,Play in Cognitive Development: From Rational Constructivism to Predictive Processing.,2024,10.1111/tops.12752,39190838,"Andersen, MM and Kiverstein, J",exclude,,insufficient effort+outcome overlap
WulaerB202439190074,Homeostasis to Allostasis: Prefrontal Astrocyte Roles in Cognitive Flexibility and Stress Biology.,2024,10.1007/978-3-031-64839-7_6,39190074,"Wulaer, B and Holtz, MA and Nagai, J",exclude,,insufficient effort+outcome overlap
amanMB202439177942,The effect of hypoxia on interoception in patient with obstructive sleep apnea.,2024,10.1007/s11325-024-03143-9,39177942,"Çaman, MB and Saraydar, O and Aksu, S and Bek, S and Kutlu, G",exclude,,insufficient effort+outcome overlap
SavocaPW202539158711,Exploring the impact of maternal early life adversity on interoceptive sensibility in pregnancy: implications for prenatal depression.,2025,10.1007/s00737-024-01504-7,39158711,"Savoca, PW and Glynn, LM and Fox, MM and Richards, MC and Callaghan, BL",exclude,,insufficient effort+outcome overlap
ZhouH202439154365,Unveiling the interoception impairment in various major depressive disorder stages.,2024,10.1111/cns.14923,39154365,"Zhou, H and Liu, J and Wu, Y and Huang, Z and Wang, W and Ma, Y and Zhu, H and Z",exclude,,insufficient effort+outcome overlap
ZinnPO202439061387,Uncovering Interoceptive Human Insular Lobe Function through Intraoperative Cortical Stimulation-A Review.,2024,10.3390/brainsci14070646,39061387,"Zinn, PO and Habib, A and Deng, H and Gecici, NN and Elidrissy, H and Alami Idri",exclude,,insufficient effort+outcome overlap
NiedernhuberM202439055962,Attention and Interoception Alter Perceptual and Neural Pain Signatures-A Case Study.,2024,10.2147/JPR.S449173,39055962,"Niedernhuber, M and Streicher, J and Leggenhager, B and Bekinschtein, TA",exclude,,insufficient effort+outcome overlap
CardenasMA202439026888,Interoceptive Signals Bias Decision Making in Rhesus Macaques.,2024,10.1101/2024.07.08.602563,39026888,"Cardenas, MA and Le, RP and Champ, TM and O'Neill, D and Fuglevand, AJ and Gotha",exclude,,insufficient effort+outcome overlap
PoerioGL202439005033,Interoceptive attention and mood in daily life: an experience-sampling study.,2024,10.1098/rstb.2023.0256,39005033,"Poerio, GL and Klabunde, M and Bird, G and Murphy, J",exclude,,insufficient effort+outcome overlap
ZhangY202438963749,Insula-Medial Prefrontal Cortex Functional Connectivity Modulated by Transcutaneous Auricular Vagus Nerve Stimulation: An fMRI Study.,2024,10.1109/JBHI.2024.3423019,38963749,"Zhang, Y and Lin, P and Wang, R and Zhou, J and Xu, X and Jiang, W and Pu, X and",exclude,,insufficient effort+outcome overlap
SaramandiA202438948255,Updating Prospective Self-Efficacy Beliefs About Cardiac Interoception in Anorexia Nervosa: An Experimental and Computational Study.,2024,10.5334/cpsy.109,38948255,"Saramandi, A and Crucianelli, L and Koukoutsakis, A and Nisticò, V and Mavromara",exclude,,insufficient effort+outcome overlap
FeuerriegelD202438905873,Adaptation in the visual system: Networked fatigue or suppressed prediction error signalling?,2024,10.1016/j.cortex.2024.06.003,38905873,"Feuerriegel, D",exclude,,insufficient effort+outcome overlap
BouizegareneN202438903472,Narrative as active inference: an integrative account of cognitive and social functions in adaptation.,2024,10.3389/fpsyg.2024.1345480,38903472,"Bouizegarene, N and Ramstead, MJD and Constant, A and Friston, KJ and Kirmayer, ",exclude,,insufficient effort+outcome overlap
ParviziWayneD202438887627,Forgetting ourselves in flow: an active inference account of flow states and how we experience ourselves within them.,2024,10.3389/fpsyg.2024.1354719,38887627,"Parvizi-Wayne, D and Sandved-Smith, L and Pitliya, RJ and Limanowski, J and Tuff",exclude,,insufficient effort+outcome overlap
BarbosaBJAP202438852227,Allostatic load measures in older adults with subjective cognitive decline and mild cognitive impairment: A cross-sectional analysis from the Brazilian Memory and Aging Study.,2024,10.1016/j.clineuro.2024.108365,38852227,"Barbosa, BJAP and Souza-Talarico, JN and Jesus, MCF and Mota, GPS and Oliveira, ",exclude,,insufficient effort+outcome overlap
LeechK202438840943,A roadmap to understanding interoceptive awareness and post-traumatic stress disorder: a scoping review.,2024,10.3389/fpsyt.2024.1355442,38840943,"Leech, K and Stapleton, P and Patching, A",exclude,,insufficient effort+outcome overlap
GoldmanCM202538826438,Individuals with Methamphetamine Use Disorder Show Reduced Directed Exploration and Learning Rates Independent of an Aversive Interoceptive State Induction.,2025,10.1101/2024.05.17.24307491,38826438,"Goldman, CM and Takahashi, T and Lavalley, CA and Li, N and Taylor, S and Chunin",exclude,,insufficient effort+outcome overlap
SugawaraA202438782961,Interoceptive training impacts the neural circuit of the anterior insula cortex.,2024,10.1038/s41398-024-02933-9,38782961,"Sugawara, A and Katsunuma, R and Terasawa, Y and Sekiguchi, A",exclude,,insufficient effort+outcome overlap
ParviziWayneD202438777988,When the interoceptive and conceptual clash: The case of oppositional phenomenal self-modelling in Tourette syndrome.,2024,10.3758/s13415-024-01189-6,38777988,"Parvizi-Wayne, D and Severs, L",exclude,,insufficient effort+outcome overlap
MattioniL202438768660,The role of interoceptive awareness in shaping the relationship between desire thinking and cigarette consumption.,2024,10.1016/j.ijpsycho.2024.112369,38768660,"Mattioni, L and Sestieri, C and Perrucci, MG and Spada, MM and Ferri, F",exclude,,insufficient effort+outcome overlap
EstrellaML202438758999,Associations of Allostatic Load with Level of and Change in Cognitive Function Among Middle-Aged and Older Hispanic/Latino Adults: The Study of Latinos-Investigation of Neurocognitive Aging (SOL-INCA).,2024,10.3233/JAD-230796,38758999,"Estrella, ML and Tarraf, W and Kuwayama, S and Gallo, LC and Salazar, CR and Sti",exclude,,insufficient effort+outcome overlap
LinY202438757260,"Psychomotor Symptoms, Cognitive Impairments, and Suicidal Thoughts after COVID-19 Infection: A Case Report and Possible Allostatic Mechanism.",2024,10.4235/agmr.24.0037,38757260,"Lin, Y and Lin, C and Chang, JH and Chiang, DL and Lai, F and Lin, CJ",exclude,,insufficient effort+outcome overlap
BeckerM202438743215,Surprise!-Clarifying the link between insight and prediction error.,2024,10.3758/s13423-024-02517-0,38743215,"Becker, M and Wang, X and Cabeza, R",exclude,,insufficient effort+outcome overlap
MigeotJ202438710422,"Allostasis, health, and development in Latin America.",2024,10.1016/j.neubiorev.2024.105697,38710422,"Migeot, J and Panesso, C and Duran-Aniotz, C and Ávila-Rincón, C and Ochoa, C an",exclude,,insufficient effort+outcome overlap
GhoshP202438702194,Unsupervised Characterization of Prediction Error Markers in Unisensory and Multisensory Streams Reveal the Spatiotemporal Hierarchy of Cortical Information Processing.,2024,10.1523/ENEURO.0251-23.2024,38702194,"Ghosh, P and Talwar, S and Banerjee, A",exclude,,insufficient effort+outcome overlap
ChanPS202438696917,Neural mechanisms of respiratory interoception.,2024,10.1016/j.autneu.2024.103181,38696917,"Chan, PS and Lee, LY and Davenport, PW",exclude,,insufficient effort+outcome overlap
PrunellCastaA202438665069,"Allostatic load, adverse childhood experiences, executive functions, and BMI status in adolescents and young adults.",2024,10.1002/ajhb.24089,38665069,"Prunell-Castañé, A and Garolera, M and Ottino-González, J and Jurado, MÁ",include,L4,effort:executive function; outcome:allostatic
BrandK202438646115,Incorporating uncertainty within dynamic interoceptive learning.,2024,10.3389/fpsyg.2024.1254564,38646115,"Brand, K and Wise, T and Hess, AJ and Russell, BR and Stephan, KE and Harrison, ",exclude,,insufficient effort+outcome overlap
WeinigerSP202438638696,Interoceptive posture awareness and accuracy: a novel photographic strategy towards making posture actionable.,2024,10.3389/fnins.2024.1359594,38638696,"Weiniger, SP and Schilaty, ND",exclude,,insufficient effort+outcome overlap
ItoiC202438637435,The relationship between subjective difficulty in interoceptive processing and accuracy of heartbeat perception in autistic individuals.,2024,10.1007/s44192-024-00065-6,38637435,"Itoi, C and Ujiie, Y and Ooishi, Y and Kashino, M",exclude,,insufficient effort+outcome overlap
NumasawaK202438615053,Prediction error in implicit adaptation during visually- and memory-guided reaching tasks.,2024,10.1038/s41598-024-59169-2,38615053,"Numasawa, K and Miyamoto, T and Kizuka, T and Ono, S",exclude,,insufficient effort+outcome overlap
